기간,국가명,수출건수,수출금액,수입건수,수입금액,무역수지
2015.05,모로코,326,"26,716",315,"18,925","7,791"
2015.05,몽골,"1,346","26,294",740,"11,341","14,953"
2015.05,레바논,291,"22,737",51,"2,175","20,562"
2015.05,코스타리카,331,"22,645",354,"12,221","10,423"
2015.05,그리스,776,"22,586",237,"35,237","-12,650"
2015.05,파라과이,146,"21,710",15,"1,785","19,925"
2015.05,아일랜드,322,"20,808","1,020","67,501","-46,694"
2015.05,우루과이,257,"20,324",92,"10,121","10,202"
2015.05,뉴 칼레도니아,93,"20,062",9,"13,819","6,243"
2015.05,스리랑카,"1,107","19,797",387,"5,081","14,716"
2015.05,피지,78,"19,757",15,497,"19,261"
2015.05,푸에르토리코,154,"19,652",115,"14,450","5,202"
2015.05,앙골라,186,"19,528",10,"12,859","6,669"
2015.05,튀니지,175,"18,834",250,"2,084","16,749"
2015.05,라오스,177,"17,436",46,"3,138","14,299"
2015.05,리투아니아,271,"16,874",299,"4,901","11,973"
2015.05,가나,605,"16,858",33,"3,355","13,503"
2015.05,도미니카 공화국,348,"16,703",119,"7,404","9,299"
2015.05,케냐,286,"16,141",63,"2,408","13,733"
2015.05,바레인,253,"13,942",83,"41,610","-27,668"
2015.05,엘살바도르,145,"12,248",67,956,"11,292"
2015.05,니카라과,308,"11,671",62,973,"10,698"
2015.05,팔레스타인 해방기구,107,"11,529",1,7,"11,523"
2015.05,시리아,108,"11,039",0,0,"11,039"
2015.05,우크라이나,413,"10,796",211,"51,084","-40,288"
2015.05,투르크멘,99,"10,207",0,3,"10,204"
2015.05,라트비아,217,"9,791",187,"5,249","4,542"
2015.05,불가리아,258,"8,955",361,"9,679",-724
2015.05,탄자니아,168,"8,808",26,"9,624",-816
2015.05,수단,202,"8,797",17,"3,399","5,398"
2015.05,볼리비아,107,"8,105",14,"12,100","-3,995"
2015.05,온두라스,149,"7,984",108,"5,827","2,157"
2015.05,아제르바이잔,95,"7,940",3,1,"7,940"
2015.05,파푸아 뉴기니,94,"7,538",36,"32,576","-25,038"
2015.05,마이크로네시아,55,"7,033",2,4,"7,028"
2015.05,브루나이,107,"6,902",13,"94,906","-88,004"
2015.05,괌,255,"6,295",13,103,"6,192"
2015.05,사모아,9,"6,105",5,173,"5,932"
2015.05,불령 폴리네시아,36,"6,067",1,0,"6,067"
2015.05,아프카니스탄,119,"6,027",1,0,"6,027"
2015.05,베라루스,76,"5,995",45,"5,887",108
2015.05,트리니다드 토바고,91,"5,606",16,"4,866",740
2015.05,에스토니아,191,"5,601",181,"4,862",739
2015.05,조지아,127,"5,519",20,"1,487","4,032"
2015.05,모잠비크,74,"5,366",8,187,"5,179"
2015.05,이디오피아,113,"5,213",122,"4,630",582
2015.05,코트디봐르,130,"5,210",16,"1,854","3,356"
2015.05,세르비아,114,"5,124",36,"7,349","-2,225"
2015.05,키르기스스탄,379,"5,120",9,78,"5,042"
2015.05,크로아티아,145,"4,671",91,652,"4,019"
2015.05,기니,53,"4,317",43,"3,542",775
2015.05,몰타,281,"4,138",137,"26,649","-22,511"
2015.05,아이티,94,"3,825",37,170,"3,655"
2015.05,쿠바,54,"3,674",5,579,"3,095"
2015.05,마카오,115,"3,476",36,120,"3,357"
2015.05,지부티,53,"3,438",0,0,"3,438"
2015.05,모리셔스,122,"3,433",25,558,"2,874"
2015.05,아이슬란드,44,"3,210",96,"1,723","1,487"
2015.05,베닝,71,"3,181",11,828,"2,353"
2015.05,카메룬,68,"2,952",15,125,"2,827"
2015.05,예맨,219,"2,458",16,936,"1,521"
2015.05,마다카스카르,49,"2,364",32,"5,114","-2,750"
2015.05,콩고민주공화국,37,"2,310",44,"34,559","-32,249"
2015.05,루안다,17,"2,208",7,24,"2,185"
2015.05,자마이카,30,"2,169",15,375,"1,794"
2015.05,아루바,30,"2,102",0,0,"2,102"
2015.05,기타국,21,"2,077",460,"22,514","-20,437"
2015.05,네덜란드 열도,48,"2,023",1,22,"2,001"
2015.05,가봉,25,"2,011",7,"45,736","-43,724"
2015.05,마세도니아,16,"1,996",5,34,"1,963"
2015.05,사이프러스,95,"1,948",19,700,"1,248"
2015.05,룩셈부르그,64,"1,882",189,"3,992","-2,110"
2015.05,네팔,87,"1,870",16,403,"1,467"
2015.05,토고,83,"1,733",5,399,"1,334"
2015.05,잠비아,42,"1,685",23,"44,194","-42,508"
2015.05,말라위,15,"1,423",3,7,"1,417"
2015.05,가이아나,16,"1,307",6,131,"1,176"
2015.05,바하마,23,"1,289",3,2,"1,287"
2015.05,타지크,146,"1,203",1,0,"1,202"
2015.05,버뮤다,13,"1,162",1,0,"1,162"
2015.05,콩고,36,"1,155",20,"2,116",-961
2015.05,아르메니아,40,"1,132",9,38,"1,094"
2015.05,불령 리유니온 코모도 제도,32,"1,117",0,0,"1,117"
2015.05,부르키나 파소,13,"1,072",8,505,567
2015.05,북마리아나 군도,91,"1,049",1,86,964
2015.05,알바니아,29,"1,006",36,219,787
2015.05,세이쉘,26,990,8,189,801
2015.05,티모르,15,829,3,1,827
2015.05,키리바티,40,797,4,"2,431","-1,633"
2015.05,짐바브웨,28,767,5,202,566
2015.05,우간다,33,635,25,565,70
2015.05,시에라 리온,16,589,17,913,-324
2015.05,안티가 바부다,12,550,4,742,-192
2015.05,챠드,12,541,0,0,541
2015.05,리히텐슈타인,20,520,31,"1,053",-534
2015.05,보츠와나,11,464,2,0,463
2015.05,바베이도스,7,462,2,92,370
2015.05,벨리제,8,459,1,1,458
2015.05,부탄,25,455,1,0,455
2015.05,말리,12,449,3,72,376
2015.05,아메리칸 사모아,14,431,0,0,431
2015.05,과델로프,8,427,0,0,427
2015.05,바누아투,26,379,3,63,316
2015.05,나미비아,9,352,7,"1,373","-1,021"
2015.05,그레나다,7,318,0,0,318
2015.05,몰도바,20,315,30,533,-218
2015.05,몰디브,41,309,5,8,301
2015.05,마티니크,6,308,0,0,308
2015.05,도미니카,14,303,1,0,303
2015.05,팔라우,18,261,1,0,261
2015.05,수리남,11,257,10,198,58
2015.05,니제르,9,239,0,0,239
2015.05,에리트리아,2,238,0,0,238
2015.05,소말리아,4,222,0,0,222
2015.05,모리타니,8,219,25,"3,659","-3,440"
2015.05,보스니아-헤르체고비나,17,216,38,937,-721
2015.05,세인트 루시아,21,208,0,1,207
2015.05,솔로몬 군도,6,165,1,468,-304
2015.05,감비아,8,163,2,80,83
2015.05,세인트 키츠 네비스,3,155,2,1,153
2015.05,지브랄타,29,149,0,0,149
2015.05,영령 캐이맨 군도,5,132,0,0,132
2015.05,불령 가이아나,8,105,1,0,105
2015.05,큐라소,6,87,0,0,87
2015.05,적도 기니,3,65,3,"73,227","-73,162"
2015.05,부룬디,1,54,2,22,32
2015.05,스와질랜드,9,53,9,80,-28
2015.05,세인트 빈센트 그레나딘,4,49,1,0,49
2015.05,영령 버진군도,4,45,5,143,-98
2015.05,메요트,1,31,0,0,31
2015.05,통가,3,28,3,48,-20
2015.05,투발루,1,24,0,0,24
2015.05,국제통화기금,1,14,0,0,14
2015.05,상토메 프린스페,2,12,0,0,12
2015.05,몬테네그로,5,11,2,0,11
2015.05,앙귈라,2,9,3,8,1
2015.05,모나코,4,8,10,359,-351
2015.05,쿡 아일랜드,2,5,0,0,5
2015.05,서사하라,1,4,0,0,4
2015.05,레소토,1,3,0,0,3
2015.05,남조지아 & 남샌드위치 군도,1,2,1,0,2
2015.05,안도라,1,1,7,34,-33
2015.05,건지,0,0,1,0,0
2015.05,그린랜드,2,0,11,283,-283
2015.05,기네비소,0,0,1,35,-35
2015.05,허드 앤 맥도날드 군도,0,0,1,0,0
2015.05,저어지,0,0,1,0,0
2015.05,카보 베르데,1,0,1,7,-7
2015.05,중앙아프리카공화국,0,0,1,1,-1
2015.05,코스 군도,0,0,1,10,-10
2015.05,세인트 바르탤르미,0,0,1,20,-20
2015.05,미령 버진군도,2,0,5,6,-6
2015.05,토켈라우,0,0,1,3,-3
2015.05,투르크 & 카이코스 군도,0,0,2,8,-8
2015.05,산마리노,0,0,1,1,-1
2015.05,스발비드 군도,0,0,0,0,0
2015.05,피트카이른,0,0,1,0,0
2015.05,니우에,0,0,0,5,-5
2015.05,몬트세라트,0,0,0,0,0
2015.05,교황청,0,0,0,5,-5
2015.06,중국,"116,647","11,348,693","259,502","7,398,755","3,949,938"
2015.06,미국,"74,146","6,503,944","505,058","3,824,376","2,679,567"
2015.06,홍콩,"31,217","2,491,015","18,811","129,615","2,361,400"
2015.06,베트남,"40,292","2,431,976","18,193","704,887","1,727,089"
2015.06,일본,"56,643","2,230,059","95,160","4,010,833","-1,780,773"
2015.06,싱가포르,"16,776","1,209,596","9,629","612,087","597,509"
2015.06,대만,"18,583","1,055,494","22,978","1,323,486","-267,991"
2015.06,말레이시아,"11,367","1,021,482","11,559","615,738","405,744"
2015.06,호주,"9,772","966,664","20,846","1,363,192","-396,528"
2015.06,인도,"16,381","897,574","7,649","361,626","535,947"
2015.06,사우디아라비아,"3,986","880,563",576,"1,579,573","-699,011"
2015.06,멕시코,"10,620","833,318","5,364","328,075","505,242"
2015.06,필리핀,"10,084","765,373","7,103","271,075","494,297"
2015.06,인도네시아,"12,861","720,314","7,309","794,311","-73,998"
2015.06,독일,"12,755","613,999","115,111","1,759,528","-1,145,530"
2015.06,스위스,"1,052","592,280","4,391","212,746","379,535"
2015.06,마샬군도,38,"574,741",7,7,"574,734"
2015.06,노르웨이,522,"571,685","2,107","201,194","370,492"
2015.06,아랍에미리트 연합,"7,613","569,434",628,"649,728","-80,294"
2015.06,태국,"13,224","562,613","10,605","433,375","129,238"
2015.06,터키,"5,268","558,818","2,081","77,686","481,132"
2015.06,네덜란드,"6,509","480,163","4,384","388,848","91,315"
2015.06,캐나다,"6,658","471,301","7,103","325,062","146,239"
2015.06,영국,"7,483","447,863","21,565","671,977","-224,114"
2015.06,러시아 연방,"5,779","446,693","1,528","820,231","-373,538"
2015.06,브라질,"5,837","381,837","1,713","251,687","130,150"
2015.06,이탈리아,"5,063","347,211","26,642","548,945","-201,734"
2015.06,그리스,854,"300,524",306,"43,084","257,440"
2015.06,몰타,316,"275,780",140,"38,840","236,939"
2015.06,파나마,866,"247,366",101,"58,186","189,179"
2015.06,슬로바키아,"1,941","239,446",741,"17,562","221,884"
2015.06,이란,"1,728","226,415",120,"230,515","-4,100"
2015.06,이집트,"3,187","214,921",170,"34,998","179,923"
2015.06,덴마크,996,"209,787","2,792","78,980","130,807"
2015.06,폴란드,"5,302","203,735","1,492","60,416","143,319"
2015.06,브루나이,137,"203,025",39,"44,901","158,124"
2015.06,버뮤다,11,"193,429",0,0,"193,429"
2015.06,스페인,"3,761","184,590","5,136","190,188","-5,599"
2015.06,바하마,25,"179,451",5,72,"179,379"
2015.06,체코공화국,"2,115",NaN,"1,804","46,722",NaN
2015.06,벨기에,"1,901","176,461","2,535","103,685","72,775"
2015.06,프랑스,"4,890","171,145","13,603","845,184","-674,039"
2015.06,칠레,"1,891","154,794","1,549","320,965","-166,171"
2015.06,슬로베니아,601,"146,047",283,"9,800","136,247"
2015.06,오만,497,"137,894",59,"127,834","10,059"
2015.06,우즈베크,917,"135,936",63,"1,967","133,969"
2015.06,이라크,617,"134,158",30,"771,798","-637,640"
2015.06,남아프리카공화국,"2,173","127,906",681,"97,921","29,984"
2015.06,페루,"1,158","114,952",468,"96,890","18,062"
2015.06,아르헨티나,"1,111","111,274",352,"45,626","65,647"
2015.06,방글라데시,"2,592","98,610",686,"21,454","77,156"
2015.06,뉴질랜드,"1,969","97,857","15,569","107,811","-9,955"
2015.06,콜롬비아,"1,314","93,192",447,"20,959","72,233"
2015.06,이스라엘,"2,231","91,214","1,577","78,139","13,075"
2015.06,라이베리아,43,"89,008",9,28,"88,980"
2015.06,요르단,"2,213","88,332",59,"6,553","81,778"
2015.06,오스트리아,"1,879","77,956","2,755","102,005","-24,050"
2015.06,파키스탄,"1,746","77,189",792,"39,131","38,058"
2015.06,쿠웨이트,710,"67,454",66,"662,960","-595,506"
2015.06,나이지리아,838,"65,939",98,"89,813","-23,874"
2015.06,스웨덴,"1,575","65,249","3,054","126,660","-61,411"
2015.06,카타르,596,"64,164",165,"1,345,129","-1,280,965"
2015.06,헝가리,"1,462","63,335","1,607","60,436","2,899"
2015.06,미얀마,"1,362","60,290",378,"26,012","34,278"
2015.06,가나,647,"55,469",32,"3,559","51,909"
2015.06,에쿠아도르,550,"51,791",113,"5,688","46,104"
2015.06,캄보디아,"2,522","50,314",482,"14,854","35,461"
2015.06,포루투갈,826,"50,286","2,274","15,520","34,766"
2015.06,카자흐스탄,812,"43,595",30,"5,312","38,284"
2015.06,루마니아,984,"43,444","1,364","59,144","-15,700"
2015.06,리비아,"3,154","43,416",29,"47,218","-3,801"
2015.06,알제리,313,"43,058",17,"80,115","-37,058"
2015.06,모로코,335,"42,274",410,"18,000","24,274"
2015.06,피지,126,"38,793",27,583,"38,210"
2015.06,과테말라,683,"33,668",313,"4,859","28,809"
2015.06,파푸아 뉴기니,109,"27,616",37,"46,477","-18,861"
2015.06,푸에르토리코,169,"27,115",163,"15,117","11,998"
2015.06,탄자니아,196,"25,550",28,"2,234","23,316"
2015.06,리투아니아,324,"24,602",412,"5,131","19,472"
2015.06,스리랑카,"1,319","24,047",411,"8,537","15,510"
2015.06,레바논,304,"23,895",43,"1,908","21,987"
2015.06,도미니카 공화국,540,"23,478",140,"6,847","16,631"
2015.06,파라과이,190,"22,691",15,632,"22,059"
2015.06,몽골,"1,587","22,100",561,"2,457","19,643"
2015.06,핀란드,696,"21,863","1,386","79,126","-57,264"
2015.06,케냐,362,"18,706",75,"3,682","15,024"
2015.06,코스타리카,344,"18,446",437,"15,207","3,239"
2015.06,우루과이,255,"17,341",89,"6,321","11,020"
2015.06,튀니지,204,"16,521",371,"3,177","13,344"
2015.06,시리아,147,"15,749",0,0,"15,749"
2015.06,베네주엘라,152,"15,715",20,"1,586","14,129"
2015.06,아일랜드,387,"14,591","1,277","95,812","-81,221"
2015.06,바레인,302,"14,324",71,"28,207","-13,884"
2015.06,우크라이나,563,"14,112",237,"48,933","-34,820"
2015.06,라오스,230,"14,105",47,"3,893","10,212"
2015.06,앙골라,171,"14,093",17,"13,600",493
2015.06,수단,274,"13,117",27,"1,578","11,539"
2015.06,코트디봐르,170,"12,844",12,"1,211","11,634"
2015.06,니카라과,294,"12,684",59,799,"11,885"
2015.06,엘살바도르,148,"11,994",57,828,"11,166"
2015.06,온두라스,195,"11,935",103,"6,572","5,362"
2015.06,뉴 칼레도니아,78,"9,898",9,"12,638","-2,740"
2015.06,투르크멘,121,"8,978",0,3,"8,975"
2015.06,불가리아,331,"8,855",454,"11,810","-2,955"
2015.06,키르기스스탄,541,"8,800",6,66,"8,734"
2015.06,팔레스타인 해방기구,133,"8,532",2,23,"8,509"
2015.06,볼리비아,135,"8,393",14,216,"8,176"
2015.06,이디오피아,134,"8,105",169,"7,163",942
2015.06,아제르바이잔,119,"7,909",6,"2,737","5,172"
2015.06,트리니다드 토바고,101,"6,897",16,"4,382","2,515"
2015.06,라트비아,223,"6,843",172,"5,364","1,479"
2015.06,조지아,164,"6,458",22,"2,589","3,869"
2015.06,모잠비크,68,"5,983",3,"1,952","4,031"
2015.06,네팔,111,"5,857",39,105,"5,752"
2015.06,베닝,71,"5,687",11,"1,985","3,702"
2015.06,아이티,133,"5,278",38,142,"5,136"
2015.06,에스토니아,195,"5,225",221,"7,977","-2,752"
2015.06,베라루스,95,"5,181",38,"2,640","2,541"
2015.06,마이크로네시아,38,"5,033",2,19,"5,015"
2015.06,괌,353,"4,980",17,127,"4,853"
2015.06,세르비아,135,"4,927",68,"4,914",13
2015.06,예맨,347,"4,407",14,729,"3,678"
2015.06,모리셔스,166,"4,049",21,451,"3,598"
2015.06,지부티,66,"3,915",2,1,"3,914"
2015.06,크로아티아,127,"3,812",104,"1,351","2,461"
2015.06,세네갈,79,"3,674",95,"5,722","-2,048"
2015.06,쿠바,76,"3,428",5,284,"3,144"
2015.06,기니,70,"3,253",41,"2,314",939
2015.06,마카오,134,"3,186",39,72,"3,114"
2015.06,콩고민주공화국,37,"2,922",43,"26,411","-23,489"
2015.06,가봉,16,"2,764",2,95,"2,668"
2015.06,콩고,47,"2,650",19,"1,519","1,131"
2015.06,아이슬란드,52,"2,629",100,"1,792",838
2015.06,잠비아,62,"2,594",16,"34,051","-31,457"
2015.06,아프카니스탄,101,"2,520",43,17,"2,503"
2015.06,마세도니아,26,"2,495",11,64,"2,431"
2015.06,카메룬,67,"2,352",10,114,"2,239"
2015.06,기타국,28,"2,346",452,"20,230","-17,883"
2015.06,짐바브웨,54,"2,248",3,92,"2,156"
2015.06,부르키나 파소,14,"2,130",9,720,"1,410"
2015.06,사모아,26,"1,973",5,104,"1,869"
2015.06,가이아나,25,"1,812",13,685,"1,127"
2015.06,타지크,182,"1,793",0,5,"1,787"
2015.06,네덜란드 열도,53,"1,755",1,12,"1,744"
2015.06,불령 폴리네시아,43,"1,754",2,14,"1,740"
2015.06,세이쉘,29,"1,627",1,124,"1,504"
2015.06,토고,82,"1,590",15,"7,997","-6,407"
2015.06,불령 리유니온 코모도 제도,40,"1,544",1,0,"1,544"
2015.06,마다카스카르,67,"1,541",70,"9,558","-8,017"
2015.06,시에라 리온,30,"1,389",12,405,984
2015.06,알바니아,42,"1,306",40,65,"1,241"
2015.06,룩셈부르그,66,"1,246",193,"3,717","-2,471"
2015.06,사이프러스,89,"1,179",22,742,437
2015.06,자마이카,41,"1,119",12,"1,197",-79
2015.06,수리남,22,"1,058",30,970,87
2015.06,북마리아나 군도,92,"1,049",6,126,923
2015.06,부탄,20,"1,001",1,0,"1,001"
2015.06,우간다,37,909,22,"2,387","-1,478"
2015.06,아루바,17,867,0,0,867
2015.06,챠드,12,867,1,0,867
2015.06,마티니크,14,864,0,0,864
2015.06,벨리제,9,792,1,2,790
2015.06,모리타니,20,781,26,"3,685","-2,904"
2015.06,감비아,9,769,1,36,733
2015.06,키리바티,25,767,6,"2,707","-1,941"
2015.06,말라위,25,715,1,0,715
2015.06,과델로프,10,712,0,0,712
2015.06,바베이도스,20,658,2,0,658
2015.06,몰디브,48,636,3,2,634
2015.06,보스니아-헤르체고비나,19,595,57,691,-96
2015.06,아메리칸 사모아,19,584,4,375,209
2015.06,영령 버진군도,5,572,0,0,572
2015.06,몰도바,26,480,41,399,81
2015.06,안티가 바부다,12,453,2,187,266
2015.06,아르메니아,39,450,9,449,1
2015.06,나미비아,28,441,4,332,109
2015.06,소말리아,6,438,0,0,438
2015.06,리히텐슈타인,22,437,28,377,60
2015.06,보츠와나,15,404,3,50,354
2015.06,팔라우,27,354,0,0,354
2015.06,티모르,13,346,1,13,333
2015.06,바누아투,26,341,8,185,156
2015.06,루안다,16,321,6,16,305
2015.06,국제통화기금,4,314,0,0,314
2015.06,세인트 빈센트 그레나딘,5,266,0,0,266
2015.06,세인트 키츠 네비스,3,210,2,8,202
2015.06,지브랄타,40,206,1,0,206
2015.06,스와질랜드,15,205,17,261,-56
2015.06,영령 캐이맨 군도,5,144,0,0,144
2015.06,도미니카,12,118,3,2,116
2015.06,니제르,4,117,1,6,111
2015.06,그레나다,5,102,0,0,102
2015.06,카보 베르데,5,102,0,7,96
2015.06,말리,9,94,0,0,94
2015.06,솔로몬 군도,11,87,4,"1,362","-1,275"
2015.06,세인트 루시아,4,68,0,0,68
2015.06,남수단,3,61,1,0,61
2015.06,안도라,3,55,3,4,51
2015.06,몬테네그로,6,51,3,1,50
2015.06,세인트 마틴,3,47,0,0,47
2015.06,불령 가이아나,7,43,1,0,43
2015.06,산마리노,2,36,3,53,-17
2015.06,코스 군도,1,32,1,0,32
2015.06,기네비소,4,31,0,0,31
2015.06,투르크 & 카이코스 군도,1,28,2,0,28
2015.06,나우르,1,19,0,0,19
2015.06,레소토,1,18,0,0,18
2015.06,앙귈라,3,15,4,139,-124
2015.06,안타티카,1,14,1,0,14
2015.06,남조지아 & 남샌드위치 군도,2,10,0,0,10
2015.06,모나코,2,6,11,356,-349
2015.06,스발비드 군도,1,3,0,0,3
2015.06,통가,1,3,3,88,-84
2015.06,서사하라,1,3,0,0,3
2015.06,파로에 군도,1,2,0,0,2
2015.06,미령 버진군도,0,0,3,10,-10
2015.06,마이너 아우틀링 합중국 군도,0,0,0,0,0
2015.06,토켈라우,0,0,1,1,-1
2015.06,세인트 헬레나,0,0,0,2,-2
2015.06,니우에,0,0,0,9,-9
2015.06,코모로스,0,0,2,101,-101
2015.06,맨섬,0,0,1,0,0
2015.06,적도 기니,0,0,6,"128,701","-128,701"
2015.06,그린랜드,1,0,9,155,-155
2015.06,포클랜드 군도,0,0,1,0,0
2015.06,중앙아프리카공화국,0,0,1,31,-31
2015.06,보빗군도,0,0,0,0,0
2015.06,세인트 바르탤르미,0,0,2,8,-8
2015.07,중국,"120,911","11,180,021","259,764","7,626,087","3,553,934"
2015.07,미국,"78,345","6,184,652","485,210","4,098,111","2,086,541"
2015.07,베트남,"47,413","2,633,166","18,391","774,975","1,858,191"
2015.07,홍콩,"32,950","2,630,865","19,777","123,804","2,507,062"
2015.07,일본,"59,233","2,126,238","95,991","3,945,785","-1,819,547"
2015.07,마샬군도,45,"1,228,479",7,96,"1,228,383"
2015.07,멕시코,"11,546","1,088,548","5,569","374,199","714,349"
2015.07,호주,"10,277","1,022,559","19,640","1,445,565","-423,006"
2015.07,싱가포르,"17,832","1,009,743","9,966","787,595","222,147"
2015.07,대만,"18,764","998,497","23,796","1,431,709","-433,212"
2015.07,인도,"18,609","981,760","7,485","301,699","680,061"
2015.07,사우디아라비아,"3,758","880,789",507,"2,021,784","-1,140,995"
2015.07,말레이시아,"11,654","828,033","11,542","647,563","180,470"
2015.07,인도네시아,"12,711","766,709","7,069","732,484","34,225"
2015.07,필리핀,"10,380","715,440","7,326","301,998","413,442"
2015.07,터키,"5,319","639,066","1,765","79,155","559,911"
2015.07,노르웨이,500,"637,133","2,313","211,350","425,783"
2015.07,독일,"13,688","620,879","113,929","1,722,660","-1,101,781"
2015.07,태국,"13,808","573,178","10,130","441,750","131,428"
2015.07,러시아 연방,"6,586","506,550","1,542","1,059,026","-552,477"
2015.07,아랍에미리트 연합,"7,583","474,274",614,"959,753","-485,479"
2015.07,영국,"7,916","473,124","22,049","390,264","82,860"
2015.07,브라질,"7,245","466,561","1,809","371,182","95,379"
2015.07,네덜란드,"6,815","423,830","4,340","525,708","-101,878"
2015.07,캐나다,"6,841","411,441","7,342","325,312","86,129"
2015.07,슬로바키아,"2,128","338,809",848,"25,421","313,388"
2015.07,이탈리아,"5,351","293,894","25,526","510,317","-216,423"
2015.07,그리스,495,"251,556",273,"24,165","227,391"
2015.07,버뮤다,9,"240,616",0,0,"240,616"
2015.07,폴란드,"6,073","234,015","1,678","65,644","168,371"
2015.07,이란,"1,689","227,461",150,"127,753","99,708"
2015.07,체코공화국,"2,176","210,766","1,767","59,273","151,493"
2015.07,프랑스,"5,098","207,434","13,667","469,335","-261,901"
2015.07,스페인,"4,045","200,007","5,958","250,854","-50,846"
2015.07,슬로베니아,720,"186,996",326,"10,181","176,815"
2015.07,이집트,"3,213","182,306",163,"5,525","176,780"
2015.07,파나마,804,"174,021",98,"62,643","111,378"
2015.07,칠레,"1,914","172,496","1,592","352,191","-179,695"
2015.07,벨기에,"1,940","169,520","2,482","121,734","47,786"
2015.07,남아프리카공화국,"2,265","121,348",737,"115,651","5,697"
2015.07,페루,"1,212","113,182",414,"72,705","40,478"
2015.07,콜롬비아,"1,394","110,194",413,"20,595","89,599"
2015.07,방글라데시,"2,564","107,448",684,"27,231","80,217"
2015.07,아르헨티나,"1,166","107,412",401,"83,393","24,020"
2015.07,뉴질랜드,"1,951","106,865","14,791","108,823","-1,957"
2015.07,오만,503,"92,828",48,"130,100","-37,271"
2015.07,헝가리,"1,779","87,400","2,050","86,832",568
2015.07,이라크,596,"84,346",23,"763,061","-678,715"
2015.07,우즈베크,803,"82,837",57,"1,380","81,457"
2015.07,이스라엘,"2,235","82,028","1,684","88,872","-6,844"
2015.07,쿠웨이트,735,"74,911",89,"1,020,715","-945,804"
2015.07,스웨덴,"1,347","65,962","3,049","128,728","-62,767"
2015.07,요르단,"2,141","63,058",59,"5,320","57,737"
2015.07,파키스탄,"1,660","61,542",704,"19,937","41,605"
2015.07,오스트리아,"2,421","60,514","2,835","108,030","-47,517"
2015.07,과테말라,703,"60,493",285,"6,741","53,752"
2015.07,카타르,549,"59,848",134,"1,409,337","-1,349,489"
2015.07,캄보디아,"2,728","58,707",530,"19,392","39,315"
2015.07,루마니아,"1,094","58,244","1,226","62,268","-4,024"
2015.07,리비아,"2,563","55,827",29,"2,224","53,603"
2015.07,나이지리아,809,"51,753",116,"102,355","-50,603"
2015.07,카자흐스탄,843,"50,908",51,"84,250","-33,342"
2015.07,에쿠아도르,555,"49,636",157,"7,207","42,429"
2015.07,바하마,23,"48,298",3,9,"48,290"
2015.07,미얀마,"1,225","46,042",502,"39,264","6,778"
2015.07,알제리,335,"45,018",8,"94,804","-49,786"
2015.07,피지,96,"41,143",13,233,"40,910"
2015.07,포루투갈,863,"40,654","2,319","18,184","22,470"
2015.07,덴마크,"1,066","40,289","2,931","96,073","-55,784"
2015.07,크로아티아,135,"37,585",99,692,"36,893"
2015.07,뉴 칼레도니아,95,"35,390",9,"15,309","20,082"
2015.07,아일랜드,432,"35,343","1,207","109,412","-74,069"
2015.07,스위스,"1,041","34,961","4,217","224,068","-189,107"
2015.07,안티가 바부다,4,"30,606",9,"7,055","23,551"
2015.07,라이베리아,21,"30,191",14,176,"30,015"
2015.07,코스타리카,411,"29,397",446,"12,524","16,873"
2015.07,레바논,328,"27,287",53,"1,775","25,512"
2015.07,도미니카 공화국,796,"26,227",153,"7,041","19,186"
2015.07,핀란드,684,"25,550","1,330","91,580","-66,030"
2015.07,모로코,358,"24,965",341,"14,454","10,511"
2015.07,스리랑카,"1,387","24,837",481,"6,366","18,471"
2015.07,파푸아 뉴기니,100,"22,983",26,"2,019","20,964"
2015.07,몽골,"1,415","21,711",718,"3,428","18,283"
2015.07,리투아니아,284,"20,172",457,"4,637","15,536"
2015.07,가나,726,"20,018",33,"3,869","16,149"
2015.07,파라과이,182,"19,639",20,912,"18,726"
2015.07,투르크멘,145,"19,142",0,3,"19,139"
2015.07,이디오피아,155,"18,646",132,"8,625","10,021"
2015.07,푸에르토리코,165,"18,322",183,"20,401","-2,078"
2015.07,수단,277,"17,536",24,"2,328","15,209"
2015.07,탄자니아,231,"17,006",27,"1,306","15,700"
2015.07,우크라이나,620,"16,713",248,"42,790","-26,077"
2015.07,시리아,135,"15,650",0,8,"15,642"
2015.07,아제르바이잔,130,"14,813",3,205,"14,608"
2015.07,케냐,343,"14,754",68,"3,081","11,672"
2015.07,튀니지,211,"14,239",328,"5,535","8,704"
2015.07,니카라과,362,"14,235",61,949,"13,286"
2015.07,바레인,274,"13,531",80,"16,407","-2,875"
2015.07,괌,329,"11,827",16,134,"11,692"
2015.07,라오스,253,"11,799",42,"3,121","8,678"
2015.07,앙골라,168,"11,749",18,"17,386","-5,636"
2015.07,베네주엘라,159,"11,628",17,"13,682","-2,054"
2015.07,엘살바도르,168,"11,370",66,"1,528","9,842"
2015.07,세르비아,145,"11,191",91,"17,590","-6,399"
2015.07,트리니다드 토바고,141,"11,020",11,"2,461","8,559"
2015.07,기타국,76,"10,653",446,"24,027","-13,375"
2015.07,코트디봐르,199,"9,840",9,545,"9,294"
2015.07,우루과이,253,"9,796",82,"9,320",476
2015.07,온두라스,165,"9,422",75,"2,237","7,185"
2015.07,불가리아,310,"8,691",462,"10,271","-1,580"
2015.07,키르기스스탄,557,"8,586",8,39,"8,546"
2015.07,라트비아,247,"8,067",210,"5,631","2,435"
